date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/tiktok	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/tiktok.e4.delayed	(from https://essential.gg/en/licenses)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/privacy	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/privacy.e5.delayed	(from https://essential.gg/en/licenses)
20:05:20	0/-1	---M--	307	error ('')			https://essential.gg/wiki	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/wiki.e6.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	307	error ('')			https://essential.gg/wiki	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/wiki.e7.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/discord	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/discord.e8.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/github	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/github.e9.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/discord	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/discord.ea.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/twitter	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/twitter.eb.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/tiktok	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/tiktok.ec.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	301	error ('')			http://essential.gg/terms	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/terms.ed.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/terms	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/terms.ee.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	307	error ('')			https://essential.gg/wiki	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/wiki.ef.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/discord	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/discord.f0.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/github	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/github.f1.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/discord	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/discord.f2.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/twitter	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/twitter.f3.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/tiktok	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/tiktok.f4.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/privacy	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/privacy.f5.delayed	(from https://essential.gg/en/privacy-policy)
20:05:20	0/-1	---M--	307	error ('')			https://essential.gg/wiki	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/wiki.f6.delayed	(from https://essential.gg/en/terms-of-use)
20:05:20	0/-1	---M--	307	error ('')			https://essential.gg/wiki	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/wiki.f7.delayed	(from https://essential.gg/en/terms-of-use)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/discord	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/discord.f8.delayed	(from https://essential.gg/en/terms-of-use)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/github	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/github.f9.delayed	(from https://essential.gg/en/terms-of-use)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/discord	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/discord.fa.delayed	(from https://essential.gg/en/terms-of-use)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/twitter	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/twitter.fb.delayed	(from https://essential.gg/en/terms-of-use)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/tiktok	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/tiktok.fc.delayed	(from https://essential.gg/en/terms-of-use)
20:05:20	0/-1	---M--	307	error ('')			https://essential.gg/wiki	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/wiki.fd.delayed	(from https://essential.gg/en/terms-of-use)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/discord	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/discord.fe.delayed	(from https://essential.gg/en/terms-of-use)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/github	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/github.ff.delayed	(from https://essential.gg/en/terms-of-use)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/discord	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/discord.100.delayed	(from https://essential.gg/en/terms-of-use)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/twitter	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/twitter.101.delayed	(from https://essential.gg/en/terms-of-use)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/tiktok	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/tiktok.102.delayed	(from https://essential.gg/en/terms-of-use)
20:05:20	0/-1	---M--	301	error ('')			https://essential.gg/privacy	C:/Users/youareloser/Desktop/Srcs/Essential/esse/essential.gg/privacy.103.delayed	(from https://essential.gg/en/terms-of-use)
